strain1	strain2	angle_difference
140414	140054	0.194121781587
140414	140500	0.185244978481
140414	140502	0.0627055653941
140414	140585	0.0512423414767
140414	140827	0.0279072167086
140414	140244	0.0739163596126
140414	140197	0.0277240746719
140414	140627	0.0767508014883
140414	140626	0.0323080659291
140414	140193	0.0559151424307
140414	140190	0.127101955647
140414	140849	0.066054446695
140414	140848	0.136518723392
140414	140281	0.113754795461
140414	140992	0.0693390567729
140414	140511	0.117118764398
140414	140517	0.0671460023686
140414	140449	0.0728200202004
140414	140619	0.0245007670133
140414	140610	0.10741803113
140414	140872	0.145576007713
140414	140970	0.177922014172
140414	140798	0.137380333926
140414	140048	0.0543737024042
140414	140607	0.032560274281
140414	140605	0.144307511185
140414	140472	0.0650139104572
140414	140071	0.0683183999243
140414	140072	0.094437146579
140414	140479	0.183325910484
140414	140763	0.153232730111
140414	140276	0.0615219497573
140414	140270	0.0981728654639
140414	140628	0.0857120737819
140414	140278	0.0973682795572
140099	140099	0
140099	140502	0.0475364813906
140255	140861	0.0677394532808
140255	140382	0.0418353068386
140255	140380	0.0685659681456
140255	140063	0.0337568128144
140255	140060	0.0251815666316
140255	140389	0.053819992026
140255	140068	0.0701965958167
140255	140670	0.111165148907
140255	140674	0.117264269913
140255	140261	0.112694904441
140255	140263	0.0255645950755
140255	140304	0.0989561436497
140255	140817	0.0757001825075
140255	140012	0.0180431169468
140255	140156	0.0542340896033
140255	140660	0.0532007664394
140255	140662	0.0306663651195
140255	140665	0.0694706514883
140255	140497	0.100980294822
140255	140065	0.0404429121781
140255	140414	0.0516817474351
140255	140099	0.0303272761901
140255	140255	0
140255	140706	0.105564409405
140255	140259	0.171079783534
140255	140086	0.11883203534
140255	140095	0.129402222595
140255	140801	0.112860792834
140255	140807	0.0377988304208
140255	140003	0.0450850538707
140255	140005	0.0794741722022
140255	140009	0.0852468662075
140255	140983	0.0647391174069
140255	140324	0.0862211718671
140255	140322	0.0905684743185
140255	140354	0.0540308467794
140255	140654	0.112984386519
140255	140657	0.0698021616633
140255	140957	0.0796265795366
140255	140247	0.0665377263841
140255	140080	0.0917128847215
140255	140958	0.0854378792767
140255	140710	0.0899491269625
140255	140712	0.0678393406283
140255	140452	0.0549888707847
140255	140707	0.048108250106
140255	140037	0.0410529484665
140255	140982	0.0400686620061
140255	140451	0.0182446638091
140255	140465	0.12566137383
140255	140334	0.027696301135
140255	140888	0.143787366781
140255	140339	0.0705934065241
140255	140437	0.0648052567221
140255	140547	0.0684339090659
140255	140901	0.0603301995317
140255	140908	0.0724152293112
140255	140311	0.0805898079457
140255	140536	0.0288472733554
140255	140834	0.134493920502
140255	140830	0.0563375660168
140255	140343	0.100707931506
140255	140639	0.061918593213
140255	140839	0.0426484116898
140255	140853	0.0426225011639
140255	140851	0.074572361275
140255	140884	0.030723009038
140255	140054	0.148448292992
140255	140500	0.134950656738
140255	140502	0.048124932
140255	140585	0.0420436402049
140255	140827	0.0414784852733
140255	140244	0.0372742056805
140255	140824	0.0651279932696
140255	140197	0.0475274352867
140255	140627	0.0507545353261
140255	140626	0.0247882690411
140255	140193	0.013723554433
140255	140190	0.0776610685657
140255	140849	0.0180822388024
140255	140848	0.0913125274195
140255	140281	0.0641074554365
140255	140992	0.0200709703787
140255	140511	0.0797166436835
140255	140517	0.0206921291412
140255	140449	0.033733033104
140255	140619	0.0408728547332
140255	140610	0.098669142054
140255	140369	0.110294761444
140255	140447	0.231137526928
140255	140872	0.0947282440293
140255	140970	0.149091568542
140255	140386	0.0943654968246
140255	140798	0.085764631556
140255	140048	0.0230592212896
140255	140607	0.0379092588056
140255	140605	0.176709065076
140255	140472	0.0175237183307
140255	140071	0.0205075607296
140255	140072	0.0651626430011
140255	140073	0.0838629662532
140255	140479	0.144548395379
140255	140763	0.107751961715
140255	140276	0.0193479294386
140255	140270	0.0475230768844
140255	140628	0.0389988077323
140255	140278	0.0490954342614
140706	140610	0.18160838811
140706	140261	0.213223905401
140706	140801	0.161994864709
140706	140706	0
140706	140849	0.0998703332602
140706	140627	0.0928281573017
140706	140807	0.106485501302
140706	140382	0.120584901893
140706	140380	0.0720309609936
140706	140281	0.0968282441634
140706	140389	0.14586677741
140706	140324	0.165197267347
140706	140670	0.180194855111
140706	140190	0.0779749379398
140706	140992	0.0865203222585
140706	140322	0.124025314252
140706	140536	0.096155335701
140706	140511	0.0392668354887
140706	140626	0.116172913132
140706	140517	0.103201937432
140706	140674	0.218382475929
140706	140449	0.101295990731
140706	140619	0.123401754082
140706	140957	0.158114195546
140706	140263	0.11903484419
140706	140639	0.146304469109
140706	140247	0.118542690323
140706	140080	0.19570998209
140706	140817	0.0823314413093
140706	140958	0.166925058727
140706	140304	0.118089969624
140706	140086	0.116758689506
140706	140872	0.0778916798243
140706	140071	0.0998805401532
140706	140853	0.131443222939
140706	140851	0.173929850732
140706	140970	0.212143941072
140706	140465	0.197636917345
140706	140798	0.0770415608107
140706	140848	0.129492621405
140706	140197	0.132010926022
140706	140861	0.159630863485
140706	140037	0.091258823828
140706	140156	0.0775875290259
140706	140048	0.0984182121406
140706	140607	0.139622257574
140706	140660	0.0598612460424
140706	140605	0.268014713554
140706	140451	0.0964033025798
140706	140884	0.094290960498
140706	140472	0.104685167236
140706	140334	0.12064337286
140706	140072	0.149477233199
140706	140888	0.13111836784
140706	140339	0.146842724998
140706	140095	0.191863012695
140706	140500	0.12870796442
140706	140479	0.095111195382
140706	140502	0.133212550478
140706	140763	0.0298048382219
140706	140276	0.0920934727459
140706	140585	0.144916478247
140706	140099	0.115136827693
140706	140827	0.132715484404
140706	140628	0.0774383282331
140706	140270	0.0904995912221
140706	140437	0.14756501577
140706	140452	0.101637440732
140706	140707	0.152805188046
140706	140982	0.13779240119
140706	140983	0.11858212151
140706	140193	0.111030405637
140706	140054	0.0895392070929
140706	140278	0.10541177825
140706	140547	0.141194922532
140259	140610	0.0828400784976
140259	140261	0.0834915467571
140259	140801	0.126531594999
140259	140706	0.26334263912
140259	140849	0.167897771698
140259	140627	0.180697854932
140259	140807	0.180496730008
140259	140382	0.151795049218
140259	140380	0.225091862604
140259	140281	0.194217770195
140259	140389	0.154070395707
140259	140324	0.184982670887
140259	140670	0.104111393072
140259	140190	0.221173057905
140259	140992	0.18640532581
140259	140322	0.170758711858
140259	140536	0.179873092653
140259	140511	0.247593104739
140259	140626	0.17752263785
140259	140517	0.16386103109
140259	140674	0.117347237426
140259	140449	0.163083717971
140259	140619	0.175144797236
140259	140957	0.110687873422
140259	140263	0.157714766466
140259	140639	0.155043366852
140259	140247	0.161983906016
140259	140080	0.131570484372
140259	140817	0.212896686861
140259	140958	0.18803433498
140259	140304	0.199717012629
140259	140086	0.230056354667
140259	140872	0.229375342841
140259	140071	0.167176325082
140259	140853	0.133567307685
140259	140851	0.120506537642
140259	140970	0.150124825858
140259	140465	0.184268734503
140259	140798	0.212560983999
140259	140848	0.186619899449
140259	140197	0.18528383382
140259	140861	0.120620592569
140259	140259	0
140259	140037	0.196924005167
140259	140156	0.200363888041
140259	140048	0.175191856575
140259	140607	0.141761018941
140259	140660	0.210604454292
140259	140605	0.100679627135
140259	140451	0.179362948468
140259	140884	0.172253576142
140259	140472	0.164032256224
140259	140334	0.152908065477
140259	140072	0.130341918735
140259	140888	0.267961679791
140259	140339	0.117236248812
140259	140095	0.100982162822
140259	140500	0.226839339825
140259	140479	0.246692474458
140259	140502	0.134433000134
140259	140763	0.252911733143
140259	140276	0.178380163468
140259	140585	0.146917902372
140259	140099	0.172451502882
140259	140827	0.154855829264
140259	140628	0.186456874435
140259	140270	0.178898787546
140259	140437	0.121051540263
140259	140452	0.196921711561
140259	140707	0.144289274307
140259	140982	0.168072190256
140259	140983	0.154207130045
140259	140193	0.170462563599
140259	140054	0.296327638115
140259	140278	0.167459756282
140259	140547	0.142343322454
140086	140660	0.0853583718603
140086	140983	0.0891174477577
140086	140322	0.0677926544917
140086	140801	0.140091333318
140086	140086	0
140086	140502	0.143803046739
140086	140099	0.148078611917
140086	140080	0.188792587427
140086	140982	0.140975904144
140086	140451	0.100966896915
140086	140156	0.0690711691963
140086	140095	0.189160058302
140095	140099	0.128772670156
140095	140502	0.0830724598521
140095	140095	0
140922	140861	0.0518104393434
140922	140382	0.0677595498321
140922	140380	0.126731374933
140922	140063	0.0959910293981
140922	140060	0.076990958088
140922	140389	0.100968635287
140922	140068	0.138548261247
140922	140670	0.0405799483648
140922	140674	0.136234097122
140922	140261	0.1095935171
140922	140263	0.0754316737181
140922	140304	0.12132505235
140922	140817	0.116904205108
140922	140012	0.0903090875205
140922	140156	0.0990516307298
140922	140660	0.100833973626
140922	140662	0.0659468991821
140922	140665	0.103227931704
140922	140497	0.117541323253
140922	140065	0.0647199006262
140922	140414	0.0947562042619
140922	140099	0.0776434081803
140922	140255	0.0762755093077
140922	140706	0.142162616791
140922	140259	0.127484098257
140922	140086	0.149690928157
140922	140095	0.0547967644642
140922	140922	0
140922	140801	0.0533627837345
140922	140807	0.0964499691652
140922	140003	0.0748894093582
140922	140005	0.1492059134
140922	140009	0.0849088113443
140922	140983	0.0616877351514
140922	140324	0.144778775903
140922	140322	0.0891404131069
140922	140354	0.0843041129824
140922	140654	0.17941576595
140922	140657	0.0533291235529
140922	140957	0.0525080529323
140922	140247	0.0777998831249
140922	140080	0.117386782238
140922	140958	0.147145429632
140922	140710	0.1369657474
140922	140712	0.0687004835969
140922	140452	0.0903928311845
140922	140707	0.0911502676363
140922	140037	0.105157423804
140922	140030	0.0751235768335
140922	140982	0.102263431326
140922	140451	0.0834018445443
140922	140465	0.167543518231
140922	140334	0.0693416990025
140922	140888	0.190662116618
140922	140339	0.0225423367585
140922	140437	0.0254132105132
140922	140547	0.0800242024165
140922	140901	0.107928589374
140922	140908	0.1281007457
140922	140311	0.0831360532822
140922	140536	0.0852728360276
140922	140834	0.198847555164
140922	140830	0.117017858599
140922	140343	0.142711204787
140922	140639	0.103170681667
140922	140839	0.0672065219759
140922	140853	0.0397496895942
140922	140851	0.0954650547909
140922	140884	0.0676452594742
140922	140054	0.195253090202
140922	140500	0.147906222761
140922	140502	0.0329138776222
140922	140585	0.0887921964626
140922	140827	0.0687113507757
140922	140244	0.0896792347779
140922	140824	0.0977858208771
140922	140197	0.110861029123
140922	140627	0.0596183235912
140922	140626	0.0910652093217
140922	140193	0.0838346899331
140922	140190	0.124491761588
140922	140849	0.0644807213847
140922	140848	0.118443745106
140922	140281	0.104889057271
140922	140992	0.0832326844919
140922	140511	0.135261180879
140922	140517	0.0612778472715
140922	140449	0.0492869164292
140922	140619	0.086695546542
140922	140610	0.0465476765285
140922	140369	0.0811785040238
140922	140447	0.170070984966
140922	140872	0.130698917233
140922	140970	0.149109566207
140922	140386	0.152228636992
140922	140798	0.108754804036
140922	140048	0.0678031508543
140922	140607	0.0658390044673
140922	140605	0.142471405103
140922	140472	0.0646084679854
140922	140071	0.0633190010807
140922	140072	0.0758269020906
140922	140073	0.0998793941989
140922	140479	0.125961923471
140922	140763	0.132678497581
140922	140276	0.0705218590906
140922	140270	0.0751943281585
140922	140628	0.0711166511513
140922	140278	0.0733971147247
140801	140660	0.121858828118
140801	140322	0.0726496379809
140801	140801	0
140801	140502	0.0801430267175
140801	140099	0.124373755393
140801	140451	0.11244878004
140801	140156	0.113496696256
140801	140095	0.0545809050204
140807	140660	0.0475727315126
140807	140983	0.0568232239061
140807	140339	0.0844712856678
140807	140884	0.0351710471674
140807	140322	0.0716693365342
140807	140801	0.117026163462
140807	140888	0.109120120147
140807	140086	0.0858644667595
140807	140547	0.0511199639897
140807	140502	0.0747205177453
140807	140099	0.0677089170339
140807	140807	0
140807	140080	0.108007393631
140807	140982	0.0557649055902
140807	140451	0.022959353479
140807	140156	0.0351765531097
140807	140095	0.146308071429
140003	140861	0.0675614740897
140003	140382	0.0267630719121
140003	140380	0.0898002396922
140003	140063	0.0423818056393
140003	140060	0.0575552717901
140003	140389	0.0264919711153
140003	140068	0.072349150759
140003	140670	0.103753231025
140003	140674	0.0807284813244
140003	140261	0.0726324411764
140003	140263	0.022823047055
140003	140304	0.0896411858334
140003	140817	0.0853538343084
140003	140012	0.0501120379941
140003	140156	0.0709296761669
140003	140660	0.0822345328605
140003	140662	0.0233631917244
140003	140665	0.0502866837086
140003	140065	0.0605163501159
140003	140414	0.0702899126297
140003	140099	0.0659320928975
140003	140706	0.141120535885
140003	140259	0.137908606585
140003	140086	0.115223067706
140003	140095	0.117148796398
140003	140801	0.0976607429323
140003	140807	0.0433915905783
140003	140003	0
140003	140983	0.0540674982799
140003	140324	0.0708499517271
140003	140322	0.0772583242799
140003	140654	0.142420563341
140003	140657	0.0504985921701
140003	140957	0.0492633462222
140003	140247	0.0527482644745
140003	140080	0.0778659763801
140003	140958	0.0758873045515
140003	140710	0.0803580094315
140003	140712	0.0604326548078
140003	140452	0.0960435422866
140003	140707	0.0389570510556
140003	140037	0.0600449104811
140003	140982	0.0503921331172
140003	140451	0.0466734127544
140003	140465	0.0954472560143
140003	140334	0.020937031017
140003	140888	0.144597279445
140003	140339	0.057247107465
140003	140437	0.0625099121044
140003	140547	0.0362294560484
140003	140901	0.0534014397687
140003	140908	0.0749836500344
140003	140536	0.0461855503643
140003	140834	0.14908144615
140003	140830	0.0895316290522
140003	140343	0.121874666589
140003	140639	0.0304087858739
140003	140839	0.0217600651773
140003	140853	0.0371675994967
140003	140851	0.0336941641645
140003	140884	0.0491685418888
140003	140054	0.166378900163
140003	140500	0.128098294496
140003	140502	0.0527731946952
140003	140585	0.0255117975891
140003	140827	0.0634904003114
140003	140244	0.0252245829343
140003	140197	0.0735421958294
140003	140627	0.0838018843584
140003	140626	0.0591564031165
140003	140193	0.0377024550138
140003	140190	0.0906995436347
140003	140849	0.0457657330122
140003	140848	0.0746512981283
140003	140281	0.066273470165
140003	140992	0.0576802808523
140003	140511	0.116760801264
140003	140517	0.0427786508033
140003	140449	0.0557555304018
140003	140619	0.0736064759343
140003	140610	0.0746036352596
140003	140447	0.198917390873
140003	140872	0.1054962942
140003	140970	0.109220816995
140003	140386	0.12232199558
140003	140798	0.0962217306927
140003	140048	0.0626035251214
140003	140607	0.0451299251796
140003	140605	0.164906377987
140003	140472	0.0399174849986
140003	140071	0.0454603080203
140003	140072	0.0250576785395
140003	140073	0.0741098956058
140003	140479	0.166781003261
140003	140763	0.136257122404
140003	140276	0.0595304205974
140003	140270	0.0581691451497
140003	140628	0.0691071925392
140003	140278	0.0469072151811
140005	140861	0.138931478399
140005	140382	0.0861924069312
140005	140380	0.0598926090985
140005	140063	0.0538138142117
140005	140060	0.0830962029284
140005	140389	0.0640289496732
140005	140068	0.0131662247748
140005	140670	0.184035200494
140005	140674	0.124683667172
140005	140261	0.14004806525
140005	140263	0.0743712902432
140005	140304	0.0971578125106
140005	140817	0.0765040422277
140005	140012	0.0640869884342
140005	140156	0.0748105497316
140005	140660	0.0825434478845
140005	140662	0.084054135422
140005	140665	0.0986420491306
140005	140065	0.0984364370817
140005	140414	0.105724856469
140005	140099	0.101581993131
140005	140706	0.127170971903
140005	140259	0.218007387486
140005	140086	0.100024006035
140005	140095	0.198552231254
140005	140801	0.170205058862
140005	140807	0.0545650933615
140005	140003	0.0848672607763
140005	140005	0
140005	140983	0.109410381194
140005	140324	0.0478080665389
140005	140322	0.116651783243
140005	140654	0.0819340147769
140005	140657	0.131201803865
140005	140957	0.128973741224
140005	140247	0.0974058001932
140005	140080	0.12311255034
140005	140958	0.0523484166765
140005	140710	0.0558406635714
140005	140712	0.108303777369
140005	140452	0.120902806971
140005	140707	0.0877827487572
140005	140037	0.0514627672589
140005	140982	0.072354840828
140005	140451	0.0695015595266
140005	140465	0.0841092033469
140005	140334	0.0806349489765
140005	140888	0.0967098675627
140005	140339	0.136502759991
140005	140437	0.138526385385
140005	140547	0.0951984380973
140005	140901	0.0558193388616
140005	140908	0.044064814368
140005	140536	0.0676823748985
140005	140834	0.0762441072984
140005	140830	0.0706520240955
140005	140343	0.0978788033035
140005	140639	0.0654429930211
140005	140839	0.0871057860844
140005	140853	0.111511591625
140005	140851	0.098053003708
140005	140884	0.087889300329
140005	140054	0.119982767142
140005	140500	0.131179712597
140005	140502	0.123435158917
140005	140585	0.0774401777687
140005	140827	0.11369666358
140005	140244	0.0620033214452
140005	140197	0.0838496326549
140005	140627	0.125212765164
140005	140626	0.0820911085846
140005	140193	0.0681106563524
140005	140190	0.0715521353481
140005	140849	0.0886942703053
140005	140848	0.0846955861076
140005	140281	0.0701867663646
140005	140992	0.076806757816
140005	140511	0.0914800160806
140005	140517	0.09040047882
140005	140449	0.107024296452
140005	140619	0.105554496143
140005	140610	0.159215328479
140005	140447	0.277429787064
140005	140872	0.0919659050715
140005	140970	0.145323327611
140005	140386	0.115430837557
140005	140798	0.10384583714
140005	140048	0.0996563938415
140005	140607	0.105177044258
140005	140605	0.237037973033
140005	140472	0.0863890234101
140005	140071	0.089521439702
140005	140072	0.0971312857838
140005	140073	0.0983895316255
140005	140479	0.194630714206
140005	140763	0.132131396687
140005	140276	0.0925613929278
140005	140270	0.0902142388597
140005	140628	0.0987908807396
140005	140278	0.0881185428522
140050	140861	0.0437276844204
140050	140382	0.0483725176473
140050	140380	0.0957255793308
140050	140063	0.0631644401282
140050	140060	0.0429449927485
140050	140389	0.0744714000036
140050	140068	0.103845877992
140050	140670	0.0768198437041
140050	140674	0.124085556913
140050	140261	0.108692243326
140050	140263	0.0446407814557
140050	140304	0.110958249806
140050	140817	0.0948919574592
140050	140012	0.0519925623869
140050	140156	0.0733099758508
140050	140660	0.0717173859927
140050	140662	0.0398097423991
140050	140665	0.0788336853429
140050	140497	0.100650014311
140050	140065	0.0417446777156
140050	140414	0.0594296989902
140050	140099	0.0367801065738
140050	140255	0.0358032591607
140050	140706	0.117724334643
140050	140259	0.150318838857
140050	140086	0.135611274788
140050	140095	0.0960581494106
140050	140922	0.042558093211
140050	140801	0.087663647181
140050	140807	0.0653716419325
140050	140003	0.0534723276166
140050	140005	0.11390782022
140050	140050	0
140050	140009	0.072952285553
140050	140983	0.0592536772508
140050	140324	0.114303621591
140050	140322	0.0899187482273
140050	140354	0.0612092594157
140050	140654	0.143247584536
140050	140657	0.0512455012486
140050	140957	0.0644842973189
140050	140247	0.0697034417627
140050	140080	0.0960870432187
140050	140958	0.114109202624
140050	140710	0.114337496801
140050	140712	0.064932214271
140050	140452	0.0554626858945
140050	140707	0.0608698853657
140050	140037	0.071407112859
140050	140030	0.0400288716714
140050	140982	0.0646664996404
140050	140451	0.047318286055
140050	140465	0.147590392466
140050	140334	0.0406929855514
140050	140888	0.168752809636
140050	140339	0.0434857359835
140050	140437	0.0326283739205
140050	140547	0.0721647265233
140050	140901	0.0834244497172
140050	140908	0.100190086457
140050	140311	0.0810746083793
140050	140536	0.0534022184316
140050	140101	0.0910055092549
140050	140834	0.166319196566
140050	140830	0.0824600426174
140050	140343	0.119509352473
140050	140639	0.0807423445223
140050	140839	0.048333339053
140050	140853	0.0226630170581
140050	140851	0.0807648724253
140050	140966	0.072808065339
140050	140884	0.0397694587843
140050	140214	0.0627639875341
140050	140740	0.0712189725283
140050	140210	0.0502725747377
140050	140054	0.171229855187
140050	140500	0.14352523325
140050	140502	0.0163082241352
140050	140585	0.058798991756
140050	140827	0.034092135681
140050	140244	0.0605224303325
140050	140824	0.0802994995354
140050	140197	0.070311552412
140050	140627	0.0347544557895
140050	140626	0.0491372548428
140050	140193	0.0460530549309
140050	140190	0.0997316540089
140050	140849	0.028950286828
140050	140848	0.105719773558
140050	140964	0.0320553183592
140050	140281	0.0830819789029
140050	140695	0.0813737569694
140050	140992	0.0458176721136
140050	140511	0.101934418048
140050	140517	0.027446305776
140050	140449	0.0198329581503
140050	140619	0.0476532541922
140050	140610	0.0728760739462
140050	140369	0.0986102814597
140050	140447	0.206429733806
140050	140872	0.11170460667
140050	140970	0.15273458289
140050	140386	0.113139433422
140050	140798	0.0950726673829
140050	140048	0.0269360203769
140050	140607	0.0339360623639
140050	140605	0.15401244465
140050	140472	0.0299110569463
140050	140071	0.0292647715708
140050	140072	0.0671305625611
140050	140073	0.091479049205
140050	140479	0.131636123288
140050	140763	0.115416762371
140050	140276	0.0312543197842
140050	140270	0.0551901712857
140050	140628	0.043301239411
140050	140278	0.05619417661
140009	140861	0.0347436414889
140009	140382	0.0969748001373
140009	140380	0.152653923899
140009	140063	0.108019259457
140009	140060	0.106911009073
140009	140389	0.0912353343423
140009	140068	0.13091968827
140009	140670	0.0866710247638
140009	140674	0.0916275782377
140009	140261	0.0792804798149
140009	140263	0.087190251848
140009	140304	0.165802614839
140009	140817	0.155649712029
140009	140012	0.101050024534
140009	140156	0.135764953812
140009	140660	0.13713552828
140009	140662	0.0879240250727
140009	140665	0.0532684876765
140009	140065	0.11158508088
140009	140414	0.0530285487775
140009	140099	0.0721990687049
140009	140706	0.184990777843
140009	140259	0.115510872325
140009	140086	0.191852696125
140009	140095	0.110103335654
140009	140801	0.127979992934
140009	140807	0.111739851018
140009	140003	0.0783766077704
140009	140005	0.143067355668
140009	140009	0
140009	140983	0.116200393307
140009	140324	0.119864622899
140009	140322	0.145612993183
140009	140654	0.192976003803
140009	140657	0.0420540224359
140009	140957	0.0925086566864
140009	140247	0.12354935112
140009	140080	0.04460317481
140009	140958	0.113876854867
140009	140710	0.156741025054
140009	140712	0.124418539152
140009	140452	0.0960351617344
140009	140707	0.0556614715361
140009	140037	0.12245662726
140009	140982	0.0729599307018
140009	140451	0.101353900142
140009	140465	0.153023652298
140009	140334	0.0850054635503
140009	140888	0.219830828968
140009	140339	0.080365680209
140009	140437	0.0599810615491
140009	140547	0.109339345863
140009	140901	0.129021480682
140009	140908	0.147171389117
140009	140536	0.108657293047
140009	140834	0.212642109492
140009	140830	0.140977426938
140009	140343	0.185070964108
140009	140639	0.102937028621
140009	140839	0.0928847238837
140009	140853	0.0699018238462
140009	140851	0.0749805539088
140009	140884	0.104662202954
140009	140054	0.233063481902
140009	140500	0.202499739534
140009	140502	0.0632742266507
140009	140585	0.068540638173
140009	140827	0.0532686912954
140009	140244	0.0963841250963
140009	140197	0.0790673000652
140009	140627	0.100326897871
140009	140626	0.0780330677237
140009	140193	0.0882944680089
140009	140190	0.159627085361
140009	140849	0.0919772615758
140009	140848	0.152658921469
140009	140281	0.139361918792
140009	140992	0.104704428178
140009	140511	0.161709780784
140009	140517	0.0904113990751
140009	140449	0.091884770079
140009	140619	0.0689468873864
140009	140610	0.0775990273502
140009	140447	0.203147478713
140009	140872	0.175308761406
140009	140970	0.169749559059
140009	140386	0.107222142142
140009	140798	0.16233101931
140009	140048	0.0866127829438
140009	140607	0.0474647436745
140009	140605	0.0950099218907
140009	140472	0.0894319549235
140009	140071	0.0930933381449
140009	140072	0.0945175738604
140009	140073	0.147697001138
140009	140479	0.200997878711
140009	140763	0.186763091233
140009	140276	0.0939745560747
140009	140270	0.120381327489
140009	140628	0.113767696617
140009	140278	0.114910781217
140983	140660	0.0669342349174
140983	140983	0
140983	140322	0.0311542704203
140983	140801	0.0625362847887
140983	140502	0.0615564397122
140983	140099	0.0879126117169
140983	140982	0.0946275082522
140983	140451	0.0571087215218
140983	140156	0.0537210991184
140983	140095	0.102676968406
140324	140324	0
140324	140660	0.111705479233
140324	140983	0.113316008676
140324	140339	0.128069024436
140324	140884	0.0996928063856
140324	140322	0.124487075746
140324	140801	0.165661905324
140324	140888	0.130385075275
140324	140086	0.125666791019
140324	140547	0.0877086107676
140324	140502	0.117990043196
140324	140099	0.104972506265
140324	140807	0.0678896935995
140324	140080	0.0903137618896
140324	140982	0.0626259327181
140324	140451	0.0829849163696
140324	140156	0.100512681404
140324	140095	0.1868684654
140890	140861	0.188807699907
140890	140382	0.143455418616
140890	140380	0.0874896363481
140890	140063	0.129394117088
140890	140060	0.111163891401
140890	140389	0.168305076917
140890	140068	0.14686605752
140890	140670	0.20653615797
140890	140674	0.241862157799
140890	140261	0.237501025127
140890	140263	0.14369499402
140890	140304	0.126957987552
140890	140817	0.0948950377326
140890	140012	0.12298492253
140890	140156	0.0969518205297
140890	140660	0.0831368967535
140890	140662	0.143586852929
140890	140665	0.200418222004
140890	140497	0.233290956363
140890	140065	0.112401338131
140890	140414	0.17447832959
140890	140099	0.144879639332
140890	140255	0.132933617583
140890	140706	0.0306885842591
140890	140259	0.28844712924
140890	140086	0.118672991914
140890	140095	0.216012881449
140890	140922	0.168237283503
140890	140801	0.181812453244
140890	140807	0.128031213469
140890	140003	0.165252836531
140890	140005	0.142925058221
140890	140050	0.146127439493
140890	140009	0.214306678653
140890	140983	0.138840661799
140890	140324	0.184471620066
140890	140890	0
140890	140322	0.138201378804
140890	140354	0.0889315141892
140890	140654	0.0838889779423
140890	140657	0.194640785705
140890	140957	0.180702951659
140890	140247	0.136925514276
140890	140080	0.223309479815
140890	140958	0.187593176116
140890	140710	0.137467760553
140890	140712	0.131842705057
140890	140452	0.132234369702
140890	140707	0.179540692561
140890	140037	0.112553203254
140890	140030	0.147041484503
140890	140982	0.164237731023
140890	140451	0.121689507193
140890	140465	0.212562217046
140890	140334	0.145477006723
140890	140888	0.12700937598
140890	140339	0.172049159039
140890	140437	0.17538085521
140890	140547	0.16098691744
140890	140901	0.13110084579
140890	140908	0.119608810472
140890	140311	0.14076380445
140890	140025	0.1588943826
140890	140024	0.117711871547
140890	140536	0.119644388869
140890	140101	0.184418119474
140890	140834	0.114476135948
140890	140830	0.0828514474278
140890	140343	0.0574575033138
140890	140639	0.16692447588
140890	140839	0.148667900837
140890	140853	0.158076370314
140890	140851	0.19765892522
140890	140966	0.182479834197
140890	140116	0.106318449639
140890	140115	0.181970853854
140890	140884	0.119196512014
140890	140214	0.11662198558
140890	140740	0.125934448127
140890	140210	0.110938647457
140890	140054	0.0743566024081
140890	140500	0.129152163957
140890	140502	0.16124633979
140890	140585	0.170399338751
140890	140827	0.162518982006
140890	140244	0.146577617941
140890	140824	0.152816239749
140890	140197	0.159679528171
140890	140627	0.122317670933
140890	140626	0.1444394619
140890	140193	0.136832513481
140890	140190	0.0897257091185
140890	140849	0.126690664306
140890	140848	0.141346001063
140890	140964	0.132395860111
140890	140281	0.112743376569
140890	140695	0.0726064532828
140890	140992	0.11322776546
140890	140511	0.0617343811047
140890	140517	0.129731583639
140890	140449	0.128629227769
140890	140619	0.153253679224
140890	140610	0.206717130515
140890	140369	0.179200135499
140890	140447	0.315824964895
140890	140872	0.0840738516777
140890	140970	0.22514655127
140890	140386	0.182063193071
140890	140798	0.088419736059
140890	140048	0.127768755505
140890	140607	0.168234525764
140890	140605	0.29771369595
140890	140472	0.131071422984
140890	140071	0.126448038031
140890	140072	0.171192402474
140890	140073	0.127645021546
140890	140479	0.102676109605
140890	140763	0.0386575141927
140890	140276	0.120642940705
140890	140270	0.112281706596
140890	140628	0.104250941832
140890	140278	0.126429996768
140322	140099	0.116415262829
140322	140322	0
140322	140502	0.0926681569826
140322	140095	0.122178999248
140354	140861	0.104900154626
140354	140382	0.0581437641846
140354	140380	0.0517484745673
140354	140063	0.0569175828307
140354	140060	0.0290722399412
140354	140389	0.091820193042
140354	140068	0.0952697880711
140354	140670	0.124606389438
140354	140674	0.161145676038
140354	140261	0.15125369097
140354	140263	0.061013351069
140354	140304	0.0768655999048
140354	140817	0.0482728656868
140354	140012	0.0499553905176
140354	140156	0.0303097236102
140354	140660	0.0209366361443
140354	140662	0.0577391380757
140354	140665	0.120699259684
140354	140065	0.0234741696214
140354	140414	0.102644238558
140354	140099	0.0724025161014
140354	140706	0.0645098121499
140354	140259	0.199913540566
140354	140086	0.0920717565304
140354	140095	0.135812295792
140354	140801	0.10451640993
140354	140807	0.0557447585374
140354	140003	0.0808834121292
140354	140005	0.0996512030426
140354	140009	0.131793909383
