strain1	strain2	angle_difference
140389	140801	0.122168943376
140389	140849	0.0602856585836
140389	140627	0.101237248476
140389	140807	0.0404497264442
140389	140382	0.0441613457027
140389	140380	0.0852621993909
140389	140281	0.0670251387976
140389	140389	0
140389	140324	0.044464062452
140389	140190	0.0886389234872
140389	140992	0.0645235181818
140389	140322	0.0899463774566
140389	140536	0.0511572719244
140389	140511	0.116453264474
140389	140626	0.0621880077949
140389	140517	0.058875320004
140389	140449	0.0750264288184
140389	140619	0.0815543826188
140389	140957	0.0728577582507
140389	140263	0.0339915239959
140389	140639	0.0155187785519
140389	140247	0.0658647789911
140389	140080	0.077166101701
140389	140958	0.0511022734116
140389	140304	0.0915766324495
140389	140086	0.11240096427
140389	140872	0.106133072065
140389	140071	0.0605609159001
140389	140853	0.0621666838187
140389	140851	0.0353145485653
140389	140970	0.109457538607
140389	140465	0.0742454016909
140389	140798	0.1032417533
140389	140848	0.073386486389
140389	140197	0.0704280748013
140389	140861	0.0878505541536
140389	140037	0.056292573741
140389	140156	0.0746416188147
140389	140048	0.0758313648675
140389	140607	0.0599535209666
140389	140660	0.0870175206507
140389	140605	0.180507462156
140389	140451	0.0521326416041
140389	140884	0.0630282625592
140389	140472	0.0547940819409
140389	140072	0.0414609803025
140389	140888	0.133512817055
140389	140339	0.0837314759832
140389	140095	0.143259189249
140389	140500	0.131305523424
140389	140479	0.184170856844
140389	140502	0.0764360136517
140389	140763	0.14363829757
140389	140276	0.071665553154
140389	140585	0.0250144899644
140389	140099	0.0760568292692
140389	140827	0.0772002030819
140389	140628	0.0824559161734
140389	140270	0.0704011255711
140389	140437	0.0873211436112
140389	140452	0.106390725514
140389	140707	0.0399919202403
140389	140982	0.0446984206021
140389	140983	0.0728144945216
140389	140193	0.0414738599347
140389	140054	0.160503290385
140389	140278	0.0600018511712
140389	140547	0.0489794076485
140068	140610	0.146881866662
140068	140261	0.127212053303
140068	140801	0.16021252399
140068	140706	0.129128592376
140068	140849	0.0797755207438
140068	140627	0.11791143019
140068	140807	0.0457934435674
140068	140382	0.0757250412005
140068	140380	0.0615003825991
140068	140063	0.0446134068122
140068	140060	0.0761691356633
140068	140281	0.0658702744376
140068	140389	0.0509972324106
140068	140068	0
140068	140324	0.0388591996973
140068	140670	0.172464883551
140068	140190	0.0720493324018
140068	140992	0.0699685081709
140068	140322	0.109946007765
140068	140536	0.059786031968
140068	140511	0.0938518403049
140068	140626	0.073352111063
140068	140517	0.0811144519094
140068	140674	0.112861432588
140068	140449	0.098187699265
140068	140619	0.0970074737818
140068	140957	0.117395554988
140068	140263	0.0632188713913
140068	140639	0.0533449993565
140068	140247	0.0892076190976
140068	140080	0.11134012058
140068	140817	0.0753681678183
140068	140958	0.0441020907424
140068	140304	0.0940612356953
140068	140086	0.10101347519
140068	140065	0.0911981126948
140068	140872	0.0928044204754
140068	140071	0.0806014425671
140068	140853	0.100214048525
140068	140851	0.0850304782749
140068	140970	0.137443994221
140068	140465	0.0785201303442
140068	140798	0.101680311694
140068	140848	0.0798964177917
140068	140197	0.0759355075472
140068	140861	0.127173870943
140068	140259	0.2049673812
140068	140037	0.046304539467
140068	140156	0.0711276573317
140068	140048	0.0915309515477
140068	140607	0.0937112611866
140068	140660	0.0800086836032
140068	140605	0.224538130783
140068	140451	0.0613002420098
140068	140884	0.0798046540241
140068	140472	0.0769025635044
140068	140334	0.0694625444961
140068	140072	0.0854002029411
140068	140888	0.103549463435
140068	140339	0.125183299087
140068	140095	0.187096919457
140068	140500	0.130253099423
140068	140479	0.191567269149
140068	140502	0.112437600197
140068	140763	0.132859835102
140068	140276	0.0848262317941
140068	140585	0.0646503400038
140068	140099	0.0928502459806
140068	140827	0.103529210195
140068	140628	0.0925196340522
140068	140270	0.0834085483069
140068	140437	0.127092794139
140068	140452	0.114694612405
140068	140707	0.0754200174705
140068	140982	0.0615557134082
140068	140983	0.100593085381
140068	140193	0.0579829967298
140068	140054	0.127809617537
140068	140278	0.0799118582122
140068	140547	0.0847512950649
140593	140861	0.10127695727
140593	140382	0.0253932067201
140593	140380	0.054388263339
140593	140063	0.0322921585894
140593	140060	0.0415886905542
140593	140389	0.0548801989639
140593	140068	0.0692543825783
140593	140593	0
140593	140670	0.124378869006
140593	140674	0.122822228897
140593	140261	0.115350387536
140593	140263	0.0366186105794
140593	140304	0.047198664607
140593	140817	0.0393637602299
140593	140012	0.0453809308795
140593	140156	0.0300924024635
140593	140660	0.0488467967574
140593	140662	0.0333970974425
140593	140665	0.0954501508542
140593	140497	0.132884148751
140593	140065	0.0385473269842
140593	140414	0.100917109733
140593	140099	0.0820116928727
140593	140255	0.0525922708172
140593	140706	0.106671908041
140593	140259	0.174087215103
140593	140086	0.071371518312
140593	140095	0.13289206663
140593	140922	0.0865464134733
140593	140801	0.0959777209888
140593	140807	0.0276473820516
140593	140003	0.0480499086199
140593	140005	0.0768974104873
140593	140050	0.066672427906
140593	140009	0.121146860429
140593	140983	0.0335555105557
140593	140324	0.0880737537049
140593	140890	0.126043552519
140593	140322	0.0440907481778
140593	140354	0.0492863452174
140593	140654	0.11480220915
140593	140657	0.0900341609575
140593	140957	0.0662548621013
140593	140247	0.02218529197
140593	140080	0.123654100506
140593	140958	0.0971320301958
140593	140710	0.051509023673
140593	140712	0.0314207119123
140593	140452	0.101736123072
140593	140707	0.0798717778552
140593	140037	0.03713887999
140593	140030	0.0482289817296
140593	140982	0.0784931384103
140593	140880	0.0981534954607
140593	140451	0.0379375405466
140593	140465	0.10609567334
140593	140334	0.036734068931
140593	140888	0.10600946785
140593	140339	0.0737848742663
140593	140437	0.0867412034664
140593	140547	0.035988424516
140593	140901	0.024308753804
140593	140908	0.0437029107412
140593	140311	0.0347796689449
140593	140025	0.0398233995609
140593	140024	0.0243078775051
140593	140536	0.0270048786245
140593	140101	0.0615369183046
140593	140834	0.118406669305
140593	140830	0.0621222182208
140593	140343	0.0778232708592
140593	140639	0.0481819845932
140593	140839	0.0300359730001
140593	140853	0.0587937198238
140593	140851	0.0775081050837
140593	140966	0.0816835759598
140593	140116	0.0341518455492
140593	140115	0.0870735024622
140593	140884	0.0314877572872
140593	140214	0.0948738577564
140593	140740	0.0562928364633
140593	140210	0.0522898199222
140593	140054	0.122825040921
140593	140500	0.0847111598096
140593	140502	0.0739742003107
140593	140585	0.0649593622544
140593	140827	0.0891448930761
140593	140244	0.0351725852326
140593	140824	0.0295325698831
140593	140197	0.0951564293739
140593	140627	0.0805526229751
140593	140626	0.075654779373
140593	140193	0.0467936360423
140593	140190	0.0470877042487
140593	140849	0.0431878752601
140593	140848	0.0405907176155
140593	140964	0.0854127846176
140593	140281	0.0208067804734
140593	140695	0.0596110135645
140593	140752	0.0639113620485
140593	140992	0.0463884237142
140593	140511	0.0883190584184
140593	140517	0.0417147856096
140593	140449	0.0531955702989
140593	140619	0.0932596513103
140593	140610	0.101647673379
140593	140369	0.0754525407692
140593	140447	0.21462937129
140593	140872	0.0582834674747
140593	140970	0.110155392269
140593	140386	0.142524927285
140593	140798	0.0494640624492
140593	140048	0.0664401698707
140593	140607	0.0785148333211
140593	140605	0.206578226151
140593	140472	0.040731620004
140593	140071	0.0414478056547
140593	140072	0.0465689259655
140593	140073	0.0323737440091
140593	140479	0.135819797698
140593	140763	0.0964071308761
140593	140276	0.0569381000171
140593	140270	0.023249800122
140593	140628	0.0490323810528
140593	140278	0.0138960473009
140670	140610	0.0435673238373
140670	140261	0.113364861327
140670	140801	0.0661480583294
140670	140849	0.102386807692
140670	140627	0.0934370384539
140670	140807	0.13328920007
140670	140382	0.103349480724
140670	140380	0.166700988423
140670	140281	0.143694677264
140670	140389	0.129557776648
140670	140324	0.172374207001
140670	140670	0
140670	140190	0.164585873198
140670	140992	0.121256290112
140670	140322	0.122854491791
140670	140536	0.123580785935
140670	140511	0.174113687843
140670	140626	0.121082833798
140670	140517	0.0992051607501
140670	140449	0.0882758262766
140670	140619	0.111967486572
140670	140957	0.0742681541509
140670	140263	0.109822610967
140670	140639	0.132677094812
140670	140247	0.113720489885
140670	140080	0.125982505712
140670	140958	0.173597134868
140670	140304	0.157423278087
140670	140086	0.187007001897
140670	140872	0.170560267339
140670	140071	0.101572203501
140670	140853	0.0726375961507
140670	140851	0.114265047852
140670	140970	0.16679345634
140670	140465	0.192370336727
140670	140798	0.14819885673
140670	140848	0.153109710577
140670	140197	0.136964551423
140670	140861	0.0611578607685
140670	140037	0.143449899551
140670	140156	0.139254742149
140670	140048	0.102391813662
140670	140607	0.089592867499
140670	140660	0.14110792217
140670	140605	0.113579998899
140670	140451	0.120915386854
140670	140884	0.107238422898
140670	140472	0.101944041258
140670	140072	0.103244115515
140670	140888	0.229061389621
140670	140339	0.0513453597412
140670	140095	0.0270042719344
140670	140500	0.182522044776
140670	140479	0.152699837839
140670	140502	0.0631784465267
140670	140763	0.170986014247
140670	140276	0.107313475885
140670	140585	0.115109786849
140670	140099	0.106231172238
140670	140827	0.09179963247
140670	140628	0.110959925251
140670	140270	0.11526737361
140670	140437	0.0471491119458
140670	140452	0.117864877764
140670	140707	0.113563865845
140670	140982	0.129122733869
140670	140983	0.0980641791751
140670	140193	0.118344817601
140670	140054	0.235678307619
140670	140278	0.111866025855
140670	140547	0.110561590226
140674	140610	0.10856438373
140674	140261	0.0383505125648
140674	140801	0.15278104753
140674	140849	0.124169559222
140674	140627	0.157507376004
140674	140807	0.114103934975
140674	140382	0.105966762598
140674	140380	0.158836071116
140674	140281	0.137290024902
140674	140389	0.0738661404071
140674	140324	0.0800511500563
140674	140670	0.145558451984
140674	140190	0.16094770623
140674	140992	0.133405206682
140674	140322	0.144149025206
140674	140536	0.122951592704
140674	140511	0.188713281452
140674	140626	0.117163131426
140674	140517	0.121724421633
140674	140674	0
140674	140449	0.133364724127
140674	140619	0.127321104947
140674	140957	0.101483776434
140674	140263	0.100570729454
140674	140639	0.0780993124154
140674	140247	0.12472204619
140674	140080	0.0626243339605
140674	140958	0.0820144225869
140674	140304	0.151984999693
140674	140086	0.174590681689
140674	140872	0.176675951332
140674	140071	0.124461666871
140674	140853	0.107309883314
140674	140851	0.0474669546187
140674	140970	0.114793731441
140674	140465	0.0836676608828
140674	140798	0.172096144825
140674	140848	0.131010270539
140674	140197	0.115617272373
140674	140861	0.109104188019
140674	140037	0.130038614037
140674	140156	0.147154222079
140674	140048	0.1346051261
140674	140607	0.0986390750875
140674	140660	0.15960073356
140674	140605	0.152500499285
140674	140451	0.12228996697
140674	140884	0.129647958367
140674	140472	0.118554053589
140674	140072	0.0844212320068
140674	140888	0.194280782036
140674	140339	0.117120403584
140674	140095	0.157164914583
140674	140500	0.188862636135
140674	140479	0.245892300183
140674	140502	0.116874172447
140674	140763	0.215572024237
140674	140276	0.134716796447
140674	140585	0.0755915905747
140674	140099	0.126843833515
140674	140827	0.11736450225
140674	140628	0.148932803064
140674	140270	0.137973214172
140674	140437	0.117981905554
140674	140452	0.159167006449
140674	140707	0.0746409678751
140674	140982	0.0928205948846
140674	140983	0.12816754944
140674	140193	0.10860347914
140674	140054	0.231184603779
140674	140278	0.125148778014
140674	140547	0.0984134137542
140775	140780	0.0733531956614
140775	140861	0.0503040104539
140775	140382	0.0342587062641
140775	140380	0.0863576488298
140775	140063	0.0439906375528
140775	140060	0.0406588246385
140775	140389	0.0480838735335
140775	140068	0.0809463163426
140775	140593	0.0549509102442
140775	140670	0.0931936491834
140775	140674	0.102017534397
140775	140775	0
140775	140261	0.0923954212075
140775	140263	0.022320836602
140775	140302	0.1397172745
140775	140304	0.10174563585
140775	140817	0.0871562625342
140775	140012	0.0377035802666
140775	140156	0.067061748171
140775	140660	0.0705267851213
140775	140662	0.0224876497736
140775	140665	0.0569905735559
140775	140497	0.0866932881769
140775	140065	0.0464768349126
140775	140414	0.0506661283376
140775	140099	0.0376480088841
140775	140255	0.0231545593376
140775	140706	0.124564958218
140775	140259	0.1479368613
140775	140086	0.125911083627
140775	140095	0.111191149525
140775	140922	0.0612756560674
140775	140801	0.0982425838493
140775	140807	0.0469484533294
140775	140003	0.0300834373192
140775	140005	0.0921942750782
140775	140050	0.0269017260615
140775	140009	0.0687629056597
140775	140983	0.0578479562545
140775	140324	0.0877396903978
140775	140890	0.151695540031
140775	140322	0.0867013259422
140775	140354	0.0666606997399
140775	140654	0.134895567667
140775	140657	0.0472246419852
140775	140957	0.0605565143172
140775	140247	0.0623492563367
140775	140080	0.0793233958481
140775	140958	0.0880614179735
140775	140710	0.0961089538872
140775	140712	0.0637794215713
140775	140452	0.0667329317816
140775	140707	0.0379769500966
140775	140037	0.0571179487137
140775	140030	0.0152319106969
140775	140982	0.0428817722458
140775	140880	0.132036931914
140775	140451	0.0346688108619
140775	140465	0.121947685904
140775	140334	0.0197376428017
140775	140888	0.155249322699
140775	140339	0.0519526365328
140775	140646	0.0471263492483
140775	140437	0.0466008370152
140775	140547	0.0576554854094
140775	140901	0.0657005035027
140775	140908	0.0834634772816
140775	140311	0.0756500550793
140775	140025	0.0338112416622
140775	140024	0.0705170651807
140775	140536	0.0405958318053
140775	140101	0.0674494680011
140775	140834	0.15220194118
140775	140830	0.0775372848474
140775	140343	0.117065615786
140775	140429	0.069454632135
140775	140639	0.0561060471209
140775	140839	0.0324621467192
140775	140853	0.0232151526735
140775	140851	0.0580990430927
140775	140966	0.0783391014468
140775	140116	0.0863723483308
140775	140115	0.0918159964547
140775	140884	0.0369697820079
140775	140214	0.0692175249515
140775	140740	0.0537357392643
140775	140210	0.0447018236947
140775	140054	0.165584737912
140775	140500	0.138405789469
140775	140502	0.031741695329
140775	140585	0.0324936370189
140775	140827	0.0365555383377
140775	140244	0.0369763914244
140775	140824	0.0610550076102
140775	140197	0.0569221518666
140775	140627	0.0564655472983
140775	140626	0.0374648316591
140775	140193	0.0259712213668
140775	140766	0.0981515951297
140775	140190	0.0913696391476
140775	140767	0.0182414964725
140775	140849	0.0254832071507
140775	140848	0.0918363929351
140775	140964	0.0569702196743
140775	140281	0.0719627005618
140775	140695	0.0867331209499
140775	140752	0.116724014962
140775	140992	0.0400951997548
140775	140511	0.101632047144
140775	140517	0.0235335886357
140775	140449	0.0334962215372
140775	140619	0.0470171870067
140775	140364	0.0428763470373
140775	140610	0.0767248208977
140775	140369	0.0971122684482
140775	140447	0.21009881304
140775	140872	0.106611668871
140775	140970	0.137084287119
140775	140386	0.104894208401
140775	140798	0.0946180693438
140775	140171	0.151525792424
140775	140175	0.0475266322184
140775	140048	0.0343552557134
140775	140607	0.0237141454043
140775	140605	0.158248579502
140775	140472	0.0214759076067
140775	140071	0.0263540231311
